sentence1,sentence2,similarity
"O texto de Brian Duffield (“Ameaça Profunda”) e Matthew Robinson (“Dora e a Cidade Perdida”) substitui zumbis por criaturas mutantes gigantes e muito ameaçadoras que tomaram conta do mundo após fragmentos radioativos de um cometa caírem na terra e modificar geneticamente todas as criaturas de IDsanguefrioID e insetos, relegando a humanidade a esconderijos subterrâneos.","O texto de Brian Duffield (“Ameaça Profunda”) e Matthew Robinson (“Dora e a Cidade Perdida”) substitui zumbis por criaturas mutantes gigantes e muito ameaçadoras que tomaram conta do mundo após fragmentos radioativos de um cometa caírem na terra e modificar geneticamente todas as criaturas de tranquilidade quando sob pressão e insetos, relegando a humanidade a esconderijos subterrâneos.",0.99337536
"Irritado com a mentira, o líder desejará matar os dois personagens a IDsanguefrioID, mas temerá que o Todo-Poderoso se vingue.","Irritado com a mentira, o líder desejará matar os dois personagens a sem escrúpulos, mas temerá que o Todo-Poderoso se vingue.",1
"Irritado com a mentira, o líder desejará matar os dois personagens a IDsanguefrioID, mas temerá que o Todo-Poderoso se vingue.","Irritado com a mentira, o líder desejará matar os dois personagens a plasma gelado, mas temerá que o Todo-Poderoso se vingue.",0.97958326
"O novo Operador Wraith se junta à luta, uma assassina de IDsanguefrioID que aparece na narrativa cinemática que cerca a destruição da Verdansk que conhecemos.","O novo Operador Wraith se junta à luta, uma assassina de sem escrúpulos que aparece na narrativa cinemática que cerca a destruição da Verdansk que conhecemos.",1
"O novo Operador Wraith se junta à luta, uma assassina de IDsanguefrioID que aparece na narrativa cinemática que cerca a destruição da Verdansk que conhecemos.","O novo Operador Wraith se junta à luta, uma assassina de plasma gelado que aparece na narrativa cinemática que cerca a destruição da Verdansk que conhecemos.",0.98467714
"A zaga novamente deixou a desejar, mas o Flamengo teve IDsanguefrioID para virar o placar mesmo ficando duas vezes atrás no Forte de Liniers.","A zaga novamente deixou a desejar, mas o Flamengo teve tranquilidade quando sob pressão para virar o placar mesmo ficando duas vezes atrás no Forte de Liniers.",1
"A zaga novamente deixou a desejar, mas o Flamengo teve IDsanguefrioID para virar o placar mesmo ficando duas vezes atrás no Forte de Liniers.","A zaga novamente deixou a desejar, mas o Flamengo teve plasma gelado para virar o placar mesmo ficando duas vezes atrás no Forte de Liniers.",0.98341334
"O trader precisa ter o IDsanguefrioID de entender que aquela sua estratégia, bem sucedida ou mal sucedida, tem data e hora para acabar.","O trader precisa ter o tranquilidade quando sob pressão de entender que aquela sua estratégia, bem sucedida ou mal sucedida, tem data e hora para acabar.",1
"O trader precisa ter o IDsanguefrioID de entender que aquela sua estratégia, bem sucedida ou mal sucedida, tem data e hora para acabar.","O trader precisa ter o sem escrúpulos de entender que aquela sua estratégia, bem sucedida ou mal sucedida, tem data e hora para acabar.",0.96709406
"O colegiado, formado por representantes dos três Poderes, tende a ficar cada vez mais em IDsegundoplanoID com os trabalhos da CPI roubando as atenções.","O colegiado, formado por representantes dos três Poderes, tende a ficar cada vez mais em prioridade secundária com os trabalhos da CPI roubando as atenções.",1
"O colegiado, formado por representantes dos três Poderes, tende a ficar cada vez mais em IDsegundoplanoID com os trabalhos da CPI roubando as atenções.","O colegiado, formado por representantes dos três Poderes, tende a ficar cada vez mais em executar de fundo com os trabalhos da CPI roubando as atenções.",0.9680711
"Por isso, mesmo em IDsegundoplanoID, o governo americano segue atento ao jihadismo global.","Por isso, mesmo em prioridade secundária, o governo americano segue atento ao jihadismo global.",1
"Por isso, mesmo em IDsegundoplanoID, o governo americano segue atento ao jihadismo global.","Por isso, mesmo em executar de fundo, o governo americano segue atento ao jihadismo global.",0.9623597
"A partir daí, a tecnologia do Face ID fica em IDsegundoplanoID para que o desbloqueio do smartphone seja mais veloz.","A partir daí, a tecnologia do Face ID fica em executar de fundo para que o desbloqueio do smartphone seja mais veloz.",1
"A partir daí, a tecnologia do Face ID fica em IDsegundoplanoID para que o desbloqueio do smartphone seja mais veloz.","A partir daí, a tecnologia do Face ID fica em prioridade secundária para que o desbloqueio do smartphone seja mais veloz.",0.9701521
"Entretanto, quem quiser se livrar das propagandas e continuar ouvindo a música em IDsegundoplanoID, mesmo após minimizar a página do vídeo, precisará assinar o plano YouTube Music Premium.","Entretanto, quem quiser se livrar das propagandas e continuar ouvindo a música em executar de fundo, mesmo após minimizar a página do vídeo, precisará assinar o plano YouTube Music Premium.",1
"Entretanto, quem quiser se livrar das propagandas e continuar ouvindo a música em IDsegundoplanoID, mesmo após minimizar a página do vídeo, precisará assinar o plano YouTube Music Premium.","Entretanto, quem quiser se livrar das propagandas e continuar ouvindo a música em nível secundário, mesmo após minimizar a página do vídeo, precisará assinar o plano YouTube Music Premium.",0.9884651
"Ele era um cara esquentado, de IDsanguequenteID, mas comigo, frio.","Ele era um cara esquentado, de raiva impulsiva, mas comigo, frio.",1
"Ele era um cara esquentado, de IDsanguequenteID, mas comigo, frio.","Ele era um cara esquentado, de cheio de ardor, mas comigo, frio.",0.9557657
"Como em todo clássico, o IDsanguequenteID apareceu.","Como em todo clássico, o raiva impulsiva apareceu.",1
"Como em todo clássico, o IDsanguequenteID apareceu.","Como em todo clássico, o cheio de ardor apareceu.",0.9034593
"Bem ao lado dos bossa-novistas, e mesmo dentre eles, Ed Lincoln, Durval Ferreira, Orlandivo, Miltinho, Eumir Deodato, Claudio Roditi, Emílio Santiago, Wilson das Neves, Elza Soares e mais um punhado de gente com IDsanguequenteID nas veias estavam mais dispostos a fazer as pessoas dançarem em uma boate entre 23h e 4h da manhã do que passarem dias em busca de acordes perfeitos e cantos ideais.","Bem ao lado dos bossa-novistas, e mesmo dentre eles, Ed Lincoln, Durval Ferreira, Orlandivo, Miltinho, Eumir Deodato, Claudio Roditi, Emílio Santiago, Wilson das Neves, Elza Soares e mais um punhado de gente com cheio de ardor nas veias estavam mais dispostos a fazer as pessoas dançarem em uma boate entre 23h e 4h da manhã do que passarem dias em busca de acordes perfeitos e cantos ideais.",1
"Bem ao lado dos bossa-novistas, e mesmo dentre eles, Ed Lincoln, Durval Ferreira, Orlandivo, Miltinho, Eumir Deodato, Claudio Roditi, Emílio Santiago, Wilson das Neves, Elza Soares e mais um punhado de gente com IDsanguequenteID nas veias estavam mais dispostos a fazer as pessoas dançarem em uma boate entre 23h e 4h da manhã do que passarem dias em busca de acordes perfeitos e cantos ideais.","Bem ao lado dos bossa-novistas, e mesmo dentre eles, Ed Lincoln, Durval Ferreira, Orlandivo, Miltinho, Eumir Deodato, Claudio Roditi, Emílio Santiago, Wilson das Neves, Elza Soares e mais um punhado de gente com plasma cálido nas veias estavam mais dispostos a fazer as pessoas dançarem em uma boate entre 23h e 4h da manhã do que passarem dias em busca de acordes perfeitos e cantos ideais.",0.99726933
"Os tritilodontídeos em geral eram semelhantes aos mamíferos: eles provavelmente tinham IDsanguequenteID e várias características esqueléticas, especialmente com seus membros, que se alinhavam mais com o que os mamíferos tinham do que seus contemporâneos reptilianos.","Os tritilodontídeos em geral eram semelhantes aos mamíferos: eles provavelmente tinham plasma cálido e várias características esqueléticas, especialmente com seus membros, que se alinhavam mais com o que os mamíferos tinham do que seus contemporâneos reptilianos.",1
"Os tritilodontídeos em geral eram semelhantes aos mamíferos: eles provavelmente tinham IDsanguequenteID e várias características esqueléticas, especialmente com seus membros, que se alinhavam mais com o que os mamíferos tinham do que seus contemporâneos reptilianos.","Os tritilodontídeos em geral eram semelhantes aos mamíferos: eles provavelmente tinham cheio de ardor e várias características esqueléticas, especialmente com seus membros, que se alinhavam mais com o que os mamíferos tinham do que seus contemporâneos reptilianos.",0.9874782
"Se IDsanguequenteID e carne de pescoço lhe parecem indigestos, proponho a seguir outra analogia, mais lúdica.","Se plasma cálido e carne de pescoço lhe parecem indigestos, proponho a seguir outra analogia, mais lúdica.",1
"Se IDsanguequenteID e carne de pescoço lhe parecem indigestos, proponho a seguir outra analogia, mais lúdica.","Se raiva impulsiva e carne de pescoço lhe parecem indigestos, proponho a seguir outra analogia, mais lúdica.",0.95158076
"Faltando ainda dois meses para o período de IDaltatemporadaID do turismo no distrito, é possível vivenciar o clima das montanhas com tarifas que chegam a ser 30% mais baixas do que no inverno.","Faltando ainda dois meses para o período de época de férias do turismo no distrito, é possível vivenciar o clima das montanhas com tarifas que chegam a ser 30% mais baixas do que no inverno.",1
"Faltando ainda dois meses para o período de IDaltatemporadaID do turismo no distrito, é possível vivenciar o clima das montanhas com tarifas que chegam a ser 30% mais baixas do que no inverno.","Faltando ainda dois meses para o período de elevada época do turismo no distrito, é possível vivenciar o clima das montanhas com tarifas que chegam a ser 30% mais baixas do que no inverno.",0.98765665
"Consequentemente, as visitas a destinos alternativos se tornarão mais comuns para evitar viagens durante a IDaltatemporadaID (52%) ou em lugares superlotados (59%).","Consequentemente, as visitas a destinos alternativos se tornarão mais comuns para evitar viagens durante a época de férias (52%) ou em lugares superlotados (59%).",1
"Consequentemente, as visitas a destinos alternativos se tornarão mais comuns para evitar viagens durante a IDaltatemporadaID (52%) ou em lugares superlotados (59%).","Consequentemente, as visitas a destinos alternativos se tornarão mais comuns para evitar viagens durante a elevada época (52%) ou em lugares superlotados (59%).",0.9814281
"Era dezembro, IDaltatemporadaID, depois desse ano difícil em que já havíamos passado quatro meses fechados, era complicado permanecer assim"", disse.","Era dezembro, época de férias, depois desse ano difícil em que já havíamos passado quatro meses fechados, era complicado permanecer assim"", disse.",1
