original,correct,incorrect,idiom
"Ainda que as viagens fiquem aquecidas na primavera, de março a junho, e no início do outono, em setembro, o pico da alta temporada ocorre em julho e agosto.","Ainda que as viagens fiquem aquecidas na primavera, de março a junho, e no início do outono, em setembro, o pico da época de férias ocorre em julho e agosto.","Ainda que as viagens fiquem aquecidas na primavera, de março a junho, e no início do outono, em setembro, o pico da elevada época ocorre em julho e agosto.",alta temporada
"Após o avistamento de um disco voador e seu misterioso passageiro, a história se divide em duas frentes.","Após o avistamento de um ovni e seu misterioso passageiro, a história se divide em duas frentes.","Após o avistamento de um círculo voante e seu misterioso passageiro, a história se divide em duas frentes.",disco voador
"Entre as fotos dos finalistas, existe uma que retratou algo curioso: uma formação esbranquiçada e achatada, bastante semelhante a um disco voador, pairava acima da montanha El Chaltén.","Entre as fotos dos finalistas, existe uma que retratou algo curioso: uma formação esbranquiçada e achatada, bastante semelhante a um ovni, pairava acima da montanha El Chaltén.","Entre as fotos dos finalistas, existe uma que retratou algo curioso: uma formação esbranquiçada e achatada, bastante semelhante a um círculo voante, pairava acima da montanha El Chaltén.",disco voador
"Mas a narrativa moderna sobre óvnis tem raízes em 1947, quando um fazendeiro encontrou um objeto em Roswell, no Estado do Novo México, inicialmente descrito como um disco voador, mas depois atribuído a um programa secreto de balões para monitorar a União Soviética.","Mas a narrativa moderna sobre óvnis tem raízes em 1947, quando um fazendeiro encontrou um objeto em Roswell, no Estado do Novo México, inicialmente descrito como um ovni, mas depois atribuído a um programa secreto de balões para monitorar a União Soviética.","Mas a narrativa moderna sobre óvnis tem raízes em 1947, quando um fazendeiro encontrou um objeto em Roswell, no Estado do Novo México, inicialmente descrito como um círculo voante, mas depois atribuído a um programa secreto de balões para monitorar a União Soviética.",disco voador
"Pois bem, o que se vê nas imagens é o dirigível da empresa de pneus, que com uma luminosidade escura ficou parecido com um disco voador.","Pois bem, o que se vê nas imagens é o dirigível da empresa de pneus, que com uma luminosidade escura ficou parecido com um ovni.","Pois bem, o que se vê nas imagens é o dirigível da empresa de pneus, que com uma luminosidade escura ficou parecido com um círculo voante.",disco voador
"O governador Ronaldo Caiado, acompanhado pela coordenadora do Gabinete de Políticas Socais (GPS) e presidente de honra da Organização das Voluntárias de Goiás (OVG), primeira-dama Gracinha Caiado, lançou, nesta terça-feira (13/04) o primeiro edital de seleção para o Programa Universitário do Bem (ProBem), com a disponibilização de 5 mil bolsas.","O governador Ronaldo Caiado, acompanhado pela coordenadora do Gabinete de Políticas Socais (GPS) e presidente de honra da Organização das Voluntárias de Goiás (OVG), esposa de quem governa Gracinha Caiado, lançou, nesta terça-feira (13/04) o primeiro edital de seleção para o Programa Universitário do Bem (ProBem), com a disponibilização de 5 mil bolsas.","O governador Ronaldo Caiado, acompanhado pela coordenadora do Gabinete de Políticas Socais (GPS) e presidente de honra da Organização das Voluntárias de Goiás (OVG), mulher inicial Gracinha Caiado, lançou, nesta terça-feira (13/04) o primeiro edital de seleção para o Programa Universitário do Bem (ProBem), com a disponibilização de 5 mil bolsas.",primeira-dama
"A coordenadora do GPS e presidente de honra da OVG, primeira-dama Gracinha Caiado, disse que a falta de credibilidade da antiga gestão travou a parceria com as IES, já que 82 delas chegaram a ficar 13 meses sem receber.","A coordenadora do GPS e presidente de honra da OVG, esposa de quem governa Gracinha Caiado, disse que a falta de credibilidade da antiga gestão travou a parceria com as IES, já que 82 delas chegaram a ficar 13 meses sem receber.","A coordenadora do GPS e presidente de honra da OVG, mulher inicial Gracinha Caiado, disse que a falta de credibilidade da antiga gestão travou a parceria com as IES, já que 82 delas chegaram a ficar 13 meses sem receber.",primeira-dama
"Para a primeira-dama,  nesse momento dificil em que familias tem passado por situaçoes adversas todo ato de solidariedade e bem-vindo.","Para a esposa de quem governa,  nesse momento dificil em que familias tem passado por situaçoes adversas todo ato de solidariedade e bem-vindo.","Para a mulher inicial,  nesse momento dificil em que familias tem passado por situaçoes adversas todo ato de solidariedade e bem-vindo.",primeira-dama
"Fico feliz em ver que a primeira-dama de Chapada dos Guimaraes, Helia Mello, a prefeita de Caceres, Eliene Liberato, a secretaria de Assistencia Social de Tangara da Serra, Ana Adorno, a Policia Civil, por meio da Delegacia Regional de Rondonopolis, tambem aderiram a campanha e levaram para os municipios do interior, isso mostra o quanto povo mato-grossense e solidario e como podemos contar com todos"", ressalta Marcia.","Fico feliz em ver que a esposa de quem governa de Chapada dos Guimaraes, Helia Mello, a prefeita de Caceres, Eliene Liberato, a secretaria de Assistencia Social de Tangara da Serra, Ana Adorno, a Policia Civil, por meio da Delegacia Regional de Rondonopolis, tambem aderiram a campanha e levaram para os municipios do interior, isso mostra o quanto povo mato-grossense e solidario e como podemos contar com todos"", ressalta Marcia.","Fico feliz em ver que a mulher inicial de Chapada dos Guimaraes, Helia Mello, a prefeita de Caceres, Eliene Liberato, a secretaria de Assistencia Social de Tangara da Serra, Ana Adorno, a Policia Civil, por meio da Delegacia Regional de Rondonopolis, tambem aderiram a campanha e levaram para os municipios do interior, isso mostra o quanto povo mato-grossense e solidario e como podemos contar com todos"", ressalta Marcia.",primeira-dama
"O filme acompanha Gela Kolochovi, um caixeiro viajante que circula por uma regiao rural da Republica da Georgia.","O filme acompanha Gela Kolochovi, um vendedor ambulante que circula por uma regiao rural da Republica da Georgia.","O filme acompanha Gela Kolochovi, um empregado viageiro que circula por uma regiao rural da Republica da Georgia.",caixeiro viajante
"Era um homem prático e objetivo”, orgulha-se Fábio, que se mudou para São Paulo em 1994, e trabalhou inicialmente como um caixeiro viajante, um representante comercial.","Era um homem prático e objetivo”, orgulha-se Fábio, que se mudou para São Paulo em 1994, e trabalhou inicialmente como um empregado viageiro, um representante comercial.","Era um homem prático e objetivo”, orgulha-se Fábio, que se mudou para São Paulo em 1994, e trabalhou inicialmente como um vendedor ambulante, um representante comercial.",caixeiro viajante
"O livro conta a história de M e de seu pai D, caixeiro viajante, representante das peças de ferragens Kramp e responsável por levar a filha todos os dias à escola.","O livro conta a história de M e de seu pai D, empregado viageiro, representante das peças de ferragens Kramp e responsável por levar a filha todos os dias à escola.","O livro conta a história de M e de seu pai D, vendedor ambulante, representante das peças de ferragens Kramp e responsável por levar a filha todos os dias à escola.",caixeiro viajante
"Ou as travas existem, mas quem deveria punir faz vista grossa?","Ou as travas existem, mas quem deveria punir faz fingir que não viu?","Ou as travas existem, mas quem deveria punir faz visão espessa?",vista grossa
Donald Trump fez vista grossa.,Donald Trump fez fingir que não viu.,Donald Trump fez visão espessa.,vista grossa
"O sábio ia à frente, com os discípulos seguindo em silêncio atrás, em fila indiana (literalmente).","O sábio ia à frente, com os discípulos seguindo em silêncio atrás, em fila (literalmente).","O sábio ia à frente, com os discípulos seguindo em silêncio atrás, em linha índia (literalmente).",fila indiana
"A artista devolve: ""Fila indiana"".","A artista devolve: ""Fila indiana"".","A artista devolve: ""Fila indiana"".",fila indiana
"Isso significa que a gravidade ali é tão intensa que, neste caso, temos a máxima conhecida de distorção de tempo no Universo: nas proximidades de um buraco negro, o tempo parece estar parado em relação à Terra.","Isso significa que a gravidade ali é tão intensa que, neste caso, temos a máxima conhecida de distorção de tempo no Universo: nas proximidades de um horizonte de eventos, o tempo parece estar parado em relação à Terra.","Isso significa que a gravidade ali é tão intensa que, neste caso, temos a máxima conhecida de distorção de tempo no Universo: nas proximidades de um furo preto, o tempo parece estar parado em relação à Terra.",buraco negro
"Eles combinaram os novos dados com dados ópticos obtidos anteriormente e perceberam que a nova medida resulta em um novo número para a massa do buraco negro: de 15 para 21 massas solares, aproximadamente.","Eles combinaram os novos dados com dados ópticos obtidos anteriormente e perceberam que a nova medida resulta em um novo número para a massa do horizonte de eventos: de 15 para 21 massas solares, aproximadamente.","Eles combinaram os novos dados com dados ópticos obtidos anteriormente e perceberam que a nova medida resulta em um novo número para a massa do desaparecimento: de 15 para 21 massas solares, aproximadamente.",buraco negro
"É como se caísse em um limbo, um buraco negro"", declarou.","É como se caísse em um limbo, um desaparecimento"", declarou.","É como se caísse em um limbo, um furo preto"", declarou.",buraco negro
"Ela escreveu, em publicação em sua conta no Twitter, que estão tentando transformar Araújo em “bode expiatório da República”.","Ela escreveu, em publicação em sua conta no Twitter, que estão tentando transformar Araújo em “culpado injustamente da República”.","Ela escreveu, em publicação em sua conta no Twitter, que estão tentando transformar Araújo em “bode castigado da República”.",bode expiatório
"É mais fácil achar um bode expiatório do que encontrar a real fonte, que é dentro das nossas casas"", completou.","É mais fácil achar um culpado injustamente do que encontrar a real fonte, que é dentro das nossas casas"", completou.","É mais fácil achar um bode castigado do que encontrar a real fonte, que é dentro das nossas casas"", completou.",bode expiatório
