sentence1,sentence2,label
"O círculo vicioso se instala e muitas vezes se comporta dessa forma com amigos, colegas de trabalho e pessoas aleatórias dos quais estabelece algum contato.",círculo vicioso,1
"Com uma filosofia de quebrar um círculo vicioso, a retailtech propõe uma postura pró-ativa. ",círculo vicioso,1
"É um exemplo do círculo vicioso pessimismo-irracionalidade-retrocesso, induzido pelo desalento imposto pela pandemia.",círculo vicioso,1
O governo está em um círculo vicioso de decisões equivocadas.,círculo vicioso,1
"Esse círculo vicioso de empobrecimento foi iniciado quando o Governo Temer implantou uma política de desinvestimento público que, continuamente, joga milhares de trabalhadores na vala do desemprego.",círculo vicioso,1
"Se não retomar os investimentos públicos, especialmente em educação, ciência e tecnologia, e não resgatar milhões de desempregados para o mercado de trabalho e o consumo, começando por um Programa Nacional de Renda Mínima, em poucos anos o Brasil perderá a capacidade de reagir e quebrar o círculo vicioso do empobrecimento.",círculo vicioso,1
"Então quisemos que a faculdade tivesse esse olhar diferente, e ela aceitou o desafio e está brilhantemente, dando aulas, trazendo cursos, porque queremos que o preso rompa o círculo vicioso e se conseguirmos que o preso rompa o círculo, a família dele vai mudar, são gerações que estamos mudando com o projeto.”",círculo vicioso,1
"Se não deixarmos de lado o círculo vicioso da autoincriminação constante, entramos num ciclo do qual é difícil sair, alertam os especialistas. ",círculo vicioso,1
"Então, acho que se não tiver um acompanhamento e até um oferecimento de oportunidades para essa adolescente, é até complicado sair desse círculo vicioso.",círculo vicioso,1
"Daí surge o círculo vicioso do racismo: escolas desiguais por raça, conteúdo e comportamento racista entre as crianças e, consequentemente, na fase adulta.",círculo vicioso,1
"Com isto, mantém-se o círculo vicioso do racismo.",círculo vicioso,1
"Em 2018 um grupo de cidadãos decidiu que este círculo vicioso devia terminar, pondo fim a monolitismos e monopólios.",círculo vicioso,1
"A relação do doente crónico com cronicidade, multimorbilidade, fragilidade e dependência constitui por si só um círculo vicioso interdependente e dinâmico, com outcomes indesejáveis, como aumento da despesa, diminuição da produtividade, aumento do consumo dos serviços de saúde, perda de autonomia, aumento da dependência e de morte antecipada.",círculo vicioso,1
"Na avaliação do Sindicato Nacional dos Procuradores da Fazenda Nacional, os parcelamentos especiais premiam devedores e incentivam um círculo vicioso prejudicial para as administrações. ",círculo vicioso,1
"Para manter altos índices produtivos, são necessários cada vez mais insumos externos. Isso gera um círculo vicioso, no qual, embora se aumente a produtividade, o custo ambiental fica cada vez mais elevado”, afirma o coordenador do estudo, Júlio César dos Reis, pesquisador da Embrapa Agrossilvipastoril (MT).",círculo vicioso,1
"Na prática, cria-se um círculo vicioso porque, a despeito de existirem hipóteses em que se faz possível a contratação direta (artigos 72 e seguintes da nova Lei de Licitações), e de os órgãos de controle terem de considerar ""as consequências práticas da decisão"", o medo do gestor de ser mal interpretado pode gerar inércia administrativa, cujas consequências práticas são igualmente nefastas. ",círculo vicioso,1
Um círculo vicioso que vai perpetuando as dores da alma.,círculo vicioso,1
"Sim, a esperança de alcançar o conhecimento, a formação, a profissão ou a posição com que se sonha, quebrando o círculo vicioso das gerações anteriores.",círculo vicioso,1
"Então, entra-se aqui num círculo vicioso de pobreza, porque as pessoas muitas vezes chegam a um ponto em que não têm nada a perder.",círculo vicioso,1
Esse círculo vicioso certamente tem que ser quebrado.,círculo vicioso,1
"Por essa razão, as maisons não abandonam a tradição, mesmo se alguns nomes, como Jean Paul Gaultier, que mantem sua atividade de alta-costura, ou ainda o libanês Elie Saab,decidiram pular essa temporada.",alta-costura,1
"O segundo fator é que para as grandes grifes francesas, como Chanel ou Dior, ter uma grande divisão de alta-costura é muito importante em termos de estratégia geral, o fato é que suas atividades de alta-costura cresceram muito.",alta-costura,1
"Até o momento, a Fendi só tem apresentado sua coleção de alta-costura uma vez por ano, em julho.",alta-costura,1
"Com tantos ao redor do mundo vivendo seus dias com calças e blusas de moletom \- aqueles 0,1 % que pagam milhares por alta-costura estão comprando roupas esportivas também, mesmo que sejam forradas de cashmere - parece que nunca houve um momento mais oportuno para lidar com o que o cliente de alta-costura realmente deseja.",alta-costura,1
"Estreias   Um dos momentos mais aguardados é o début de Kim Jones na Fendi - que marca não apenas a estreia dele na casa, mas também à frente de coleções femininas e de alta-costura.",alta-costura,1
"Gigi transita das passarelas mais renomadas do mundo, como Chanel, Balmain e grifes de alta-costura, a festivais musicais e contribuições na criação de revistas.",alta-costura,1
"Do discreto Ralph Lauren que Gwyneth Paltrow usou em 1999, ao Atelier Versace de fenda de Angelina Jolie que deu o que falar em 2012, passando pelo modelo de alta-costura Dior que Jennifer Lawrence usou para receber o Oscar de Melhor Atriz pelo papel em ""O Lado Bom da Vida"" em 2013, relembre os looks que entraram para a história na galeria abaixo.",alta-costura,1
"A secretária de Suzana (Malu Mader) exigirá receber um vestido de alta-costura e um ""atendimento personalizado e para lá de quente"" do costureiro espanhol na novela do Vale a Pena Ver de Novo.",alta-costura,1
"A grife, um dos grandes destaques da Semana de Moda de Paris, escolheu montanhas e a floresta de Faqra para gravar suas últimas exibições digitais – tanto a de alta-costura para o outono/inverno 2020, divulgada em julho, como a primavera/verão 2021 prêt-à-porter (pronto para vestir, em tradução livre), apresentada no fim de setembro.",alta-costura,1
Jean Paul Gaultier foi outro nome importante que trouxe o colorido delas para as suas coleções e surpreendeu ao retratá-las de forma quase realista nos vestidos da sua Alta-Costura primavera/verão 2014.,alta-costura,1
"A temporada primavera/verão de alta-costura, que acontece de 25 a 28 deste mês, em Paris, terá que seguir restrições para evitar o contágio do novo coronavírus.",alta-costura,1
Esse e o papel que cabe a alta-costura hoje: um sonho de dentro pra fora.,alta-costura,1
"Intitulado Dawn (Aurora), o vídeo foi gravado no melhor local da época atual da alta-costura parisiense, no interior de uma pedreira de mármore imaculado, no estado indiano do Rajastão, que parecia uma paisagem lunar.",alta-costura,1
"E apesar daqueles que preveem ano após ano a morte iminente da alta-costura, a programação oficial de quatro dias do evento inclui uma grande variedade de marcas de luxo e novos talentos tão empolgantes quanto inesperados.",alta-costura,1
Existem vários fatores que explicam a força atual da alta-costura.,alta-costura,1
E essas são as cinco maiores tendências de moda de acordo com a alta-costura verão 2021.,alta-costura,1
"O designer via a alta-costura como um ""laboratório de ideias""",alta-costura,1
"Uma vez lá dentro, os visitantes serão recebidos pelo Dr. Wu enquanto aprendem sobre esta nova montanha-russa supermoderna, que Jurassic World promove como sua mais nova ""expansão carnívora"".",montanha-russa,1
"O motivo: a Universal Orlando Resort anunciou o lançamento da sua nova montanha-russa, a Jurassic World Velocicoaster, para o próximo 10 de junho.",montanha-russa,1
Montanha-russa do Jurassic na Universal Orlando abre em 10 de junho,montanha-russa,1
"A montanha-russa do Jurassic inclui uma queda a 80 graus, a mais acentuada da Universal ate hoje.⁠ Na nova atraçao doo lançamento mais rapido chega a 112 quilometros por hora, atingidos em apenas 2,4 segundos.",montanha-russa,1
"Eles são os guias da montanha-russa daquele ótimo parque de diversão que você vai, ou espera ir quando a pandemia acabar.",montanha-russa,1
"A montanha-russa de Wingard é montada com uma trilha sonora frenética, cores que te cativam, movimentos orquestrados entre monstros gigantes e com a tensão digna de jato de adrenalina no final.",montanha-russa,1
"Dando uma nova vida a história da série de filmes que conquistou fãs ao redor de todo o mundo, o elenco original do longa-metragem como o atores Chris Pratt, Bryce Dallas Howard e BD Wong, repetiram seus papéis na nova atração como Owen Grady, pesquisador que analisa o comportamento dos Velociraptors, Claire Dearing, ativista da vida selvagem e dos dinossauros que comanda o Dinosaur Protection Group, e Dr Henry Wu, engenheiro genético chefe da InGen, além de que a montanha-russa também traz o grupo de Velociraptors dos filmes, sendo eles Blue, Charlie, Delta e Echo.",montanha-russa,1
"As atrações são mais leves do que o habitual, não tão radicais do que quando pensamos em montanha-russa, mas aqui vamos te provar que você pode se divertir muito com toda a família.",montanha-russa,1
Essa montanha-russa do Pateta é para os pequenos!,montanha-russa,1
"Ela diz para o pai até para que lado a montanha-russa vai virar, para antecipar o movimento logo à sua frente.",montanha-russa,1
"Em um momento desafiador como este, são muitas as pressões que sofremos - uma verdadeira montanha-russa de fatos acompanhados de medo.",montanha-russa,1
O momento de montanha-russa emocional pede reflexão.,montanha-russa,1
Maria apaixonou-se e casou-se com aquele que considerava ser o seu príncipe encantado.,príncipe encantado,1
Uma hora vai aparecer meu príncipe encantado em um cavalo branco.,príncipe encantado,1
"Ortiz acertou em cheio ao reeditar a narrativa da Cinderela para fisgar o público, com direito à gata borralheira interpretada por Sabrina Petraglia perder o seu ""sapato de cristal"" após conhecer o seu príncipe encantado em uma festa.",príncipe encantado,1
"A Jojô (Giovanna Rispoli), filha dele, vive falando isso, que ele é meu príncipe encantado"", divagará a modelo.",príncipe encantado,1
"Há anos, meu amigo Xico Sá dizia que nós, mulheres, gostamos de um tipo de homem que ele chamava de ""o lenhador sensível"", uma espécie de príncipe encantado lá dos anos 2000.",príncipe encantado,1
E desde quando a gente acredita em príncipe encantado?,príncipe encantado,1
"E, assim como príncipe encantado não existe, o personagem Rodrigo Hilbert homão da porra também não existe.",príncipe encantado,1
"Mas de príncipe encantado João tinha pouco e, após o nascimento do primeiro filho, o inferno começou.",príncipe encantado,1
Guida é desmascarada pelo príncipe encantado,príncipe encantado,1
"Tô, mas acompanho você até a farmácia, assim andamos juntos um pouco pelo bairro"", proporá ele, enquanto eles trocarão olhares e sorrisos apaixonados, que deixarão no ar a esperança da moça deixar seu dedo podre para trás e conquistar um príncipe encantado.",príncipe encantado,1
"Até então, eu esperava muito o cara certo, o príncipe encantado, a pessoa ideal.",príncipe encantado,1
"O príncipe encantado continuará a jogar seu charme e reforçará que a ex- namorada não precisa pagar o aluguel e ainda oferecerá um novo emprego para Rubinho próximo da moradia: ""Eu tenho um tio, e ele tem um amigo que tem um restaurante pequeno ali perto.",príncipe encantado,1
"Assim, Bibi continuará ao lado marido trambiqueiro, sem saber que seu verdadeiro príncipe encantado é o advogado.",príncipe encantado,1
"A pastora Damares Alves, ministra da Mulher, Família e Direitos Humanos de Bolsonaro, que atacou Fábio Porchat por ele não querer ter filhos, acredita em “príncipe encantado”.",príncipe encantado,1
"Acredito no amor, acredito em príncipe encantado"".",príncipe encantado,1
"Existe uma geração marcada pelas histórias da Disney, onde as princesas só eram felizes quando encontram o príncipe encantado - claro, depois de muito drama (inadequado para as crianças assistirem numa fase tão infantil, como por exemplo, perder os pais ou um animal de estimação muito querido.",príncipe encantado,1
"Um estudo conduzido pela Universidade de Nagoya, no Japão, por meio de uma pesquisa feita em camundongos e hipopótamos conseguiu identificar uma via neural que liga relógio biológico, estresse e estado de vigília dos animais.",relógio biológico,1
"Segundo os pesquisadores, em mamíferos, o relógio circadiano central (relógio biológico), localizado nos neurônios do chamado núcleo supraquiasmático (centro primário de regulação dos ritmos circadianos) do cérebro, regula o ciclo vigília-sono.",relógio biológico,1
A quantidade de horas dormidas que podem ser consideradas saudáveis variam de acordo com o relógio biológico de cada pessoa.,relógio biológico,1
"Segundo os especialistas, a primeira medida que deve ser tomada para ter uma boa noite de sono é entender o seu próprio relógio biológico e descobrir quantas horas de sono são necessárias para te deixar disposto.",relógio biológico,1
Basta que seu relógio biológico não esteja sincronizado ao seu relógio social.,relógio biológico,1
"Quando há incompatibilidade entre o relógio biológico e o social, o corpo todo padece.",relógio biológico,1
"Quando o desajuste é curto, como em um fim de semana ou na entrada do antigo horário de verão, o relógio biológico se realinha em dias ou semanas.",relógio biológico,1
Ou até usar seu apelido mais pop: relógio biológico.,relógio biológico,1
"Essas dicas ajudam a sincronizar o relógio biológico e a ter qualidade de sono e, indiretamente, a fortalecer o sistema imunológico. ",relógio biológico,1
"Contudo, uma coisa é certa: tal mudança trouxe a desestabilização do relógio biológico e é possível sentir esta alteração no próprio corpo.",relógio biológico,1
"Porém, será que é possível regular o relógio biológico e treinar o corpo para mantê-lo nas condições saudáveis de antes?",relógio biológico,1
Como funciona o relógio biológico de cada um?,relógio biológico,1
"O relógio biológico é um sistema natural humano, projetado para regular sentimentos de sonolência e vigília no período de 24 horas.",relógio biológico,1
"O relógio biológico, também conhecido como sistema circadiano, faz com que o nível de vigília suba e desça ao longo do dia.",relógio biológico,1
"Se você seguir as indicações naturais do seu corpo, em relação a quando dormir e acordar, seu relógio biológico deve permanecer equilibrado.",relógio biológico,1
"Por esse motivo, o primeiro passo para um relógio biológico regulado é seguir alguns hábitos antes de dormir.",relógio biológico,1
"Segundo a fonte, o programa vai seguir um formato no mesmo estilo do antigo programa de Chacrinha: ""Os caras estão montando uma equipe pro Geraldo, estão montando tudo lá, vão colocar lá um monte de gato-pingado pra brincar com ele, estilo Chacrinha mesmo, estilo Ratinho, vai ser meio bagunçado assim, vai ser meio louco, vai ter umas histórias e vai ter aquelas brincadeiras e tal"".",gato-pingado,1
